auditId,sourceLine,company,country,ownerIndex,investmentFirm,ownershipVehicle,ownerInvestmentYear,topLevelInvestmentYear,exitYear,status,dateBasis,priority,flags,evidenceMilestones,earlierSignals,sourceUrls,proposedYear,evidenceUrl,reviewerNotes
crescent-midstream__owner-1__carlyle-infrastructure,10533,Crescent Midstream,United States,1,Carlyle Infrastructure,Carlyle Global Infrastructure Opportunity Fund,2019,2019,,Active,announced,none,,"Jan 14, 2019 | Financing | Carlyle Infrastructure announced a strategic equity investment in Crimson Midstream, the predecessor platform to Crescent Midstream, with equity provided by Carlyle Global Infrastructure Opportunity Fund.",,https://www.crimsonmidstream.com/media/the-carlyle-group | https://crescentmidstream.com/ | https://crescentmidstream.com/operations/ | https://crescentmidstream.com/news/crescent-midstream-selected-to-develop-an-integrated-carbon-capture-solution-for-entergy-louisiana-natural-gas-power-plant/ | https://crescentmidstream.com/about/news/,,,
fermata-energy__owner-1__carlyle-infrastructure,10564,Fermata Energy,United States,1,Carlyle Infrastructure,n.a.,2022,2022,,Active,announced,none,,"Jan 14, 2022 | Financing | Fermata announced it had raised $40 million, including a Carlyle-led Series A financing.",,https://fermataenergy.com/about/ | https://www.carlyle.com/media-room/news-release-archive/carlyle-commits-over-100-million-battery-storage-electric-vehicle-infrastructure-energy-transition | https://nuvve.com/nuvve-expands-ip-revenue-and-market-reach-with-strategic-assets-acquisition-of-fermata-energy/ | https://investors.nuvve.com/static-files/84b0dfdb-e40a-42e0-bb8e-0fe795b9972c,,,
tillman-infrastructure__owner-1__carlyle-infrastructure,10594,Tillman Infrastructure,United States,1,Carlyle Infrastructure,n.a.,2022,2022,,Active,announced,none,,"Aug 10, 2022 | Financing | Carlyle announced a commitment of up to $1 billion to support Tillman.",,https://www.tillmaninfrastructure.com/ | https://www.tillmaninfrastructure.com/about | https://www.carlyle.com/media-room/news-release-archive/carlyle-partners-with-tillman-global-holdings-commits-up-to-1-billion-to-accelerate-investments-in-us-towers | https://www.prnewswire.com/news-releases/tillman-infrastructure-secures-1-billion-in-financing-to-drive-growth-302126976.html,,,
wyyerd-fiber__owner-1__carlyle-infrastructure,10624,Wyyerd Fiber,United States,1,Carlyle Infrastructure,n.a.,2021,2021,,Active,close,none,,"2021 | Acquisition | Carlyle acquired Wyyerd Group, a regional fiber-to-the-home platform in the southwestern United States.",,https://www.wyyerd.com/about | https://www.carlyle.com/media-room/news-release-archive/carlyle-acquire-expand-data-center-company-involta | https://www.wyyerd.com/post/wyyerd-fiber-announces-debt-financing-to-accelerate-fiber-deployment | https://www.wyyerd.com/post/wyyerd-fiber-secures-additional-financing-to-accelerate-expansion-increasing-its-debt-facility-to-435m | https://www.wyyerd.com/post/wyyerd-fiber-announces-major-arizona-expansion-with-acquisition-of-fiber-network-assets,,,
accelerate-infrastructure-opportunities__owner-1__cbre-investment-management,10655,Accelerate Infrastructure Opportunities,United States,1,CBRE Investment Management,CBRE Private Infrastructure Funds,2022,2022,,Active,transactional_unspecified,none,,Dec 2022 | Financing | CBRE Investment Management and Accelerate joined forces to launch the infrastructure site acquisition strategy.,,https://we-are-accelerate.com/ | https://www.cbreim.com/press-releases/accelerate-and-cbreim-launch-partnership-to-acquire-infrastructure-ground-leases | https://www.cbreim.com/press-releases/accelerate-infrastructure-opportunities-raises-630-million-from-cbre-im,,,
cityswitch__owner-1__cbre-investment-management,10685,CitySwitch,United States,1,CBRE Investment Management,CBRE Private Infrastructure,2021,2021,,Active,announced,none,,"Sep 14, 2021 | Acquisition | CBRE Investment Management made a strategic acquisition and follow-on financial commitment to CitySwitch.",,https://www.cityswitch.com/ | https://www.cityswitch.com/investors | https://www.cbreim.com/press-releases/cityswitch-completes-185-million-refinancing-including-125-million-inaugural-investment-grade-rated,,,
cleargen-holdings__owner-1__cbre-investment-management,10713,ClearGen Holdings,United States,1,CBRE Investment Management,CBRE Private Infrastructure,2025,2025,,Active,announced,none,,"Aug 21, 2025 | Acquisition | CBRE Investment Management, on behalf of funds it manages, announced the acquisition of ClearGen Holdings. || Aug 21, 2025 | Financing | CBRE IM stated that ClearGen had financed more than 250 projects across 14 states.",,https://clear-gen.com/ | https://www.cbreim.com/press-releases/cbre-im-accelerates-scale-of-clean-energy-infrastructure-strategy-with-acquisition-of-cleargen | https://www.cbreim.com/,,,
engie-battery-storage-portfolio__owner-1__cbre-investment-management,10742,ENGIE Battery Storage Portfolio,United States,1,CBRE Investment Management,CBRE Private Infrastructure,2025,2025,,Active,announced,none,,"May 15, 2025 | Acquisition | ENGIE and CBRE IM announced a partnership covering a 2.4 GW portfolio of battery storage assets in Texas and California, with CBRE IM investing in the portfolio while ENGIE retained control.",,https://www.engie-na.com/engie-cbre-battery-storage-partnership/ | https://www.prnewswire.com/news-releases/engie-enters-partnership-with-cbre-investment-management-for-2-4-gw-portfolio-of-battery-storage-assets-in-the-us-302456791.html | https://www.cbreim.com/,,,
forum-mobility__owner-1__cbre-investment-management,10768,Forum Mobility,United States,1,CBRE Investment Management,CBRE Private Infrastructure,2023,2023,,Active,close,none,,"Jan 17, 2023 | Financing | Forum Mobility announced the closing of a $400 million joint venture with CBRE Investment Management and Homecoming Capital. || Jan 17, 2023 | Financing | The company also announced the closing of a $15 million Series A financing.",,https://forummobility.com/ | https://forummobility.com/about-us/ | https://www.prnewswire.com/news-releases/forum-mobility-and-cbre-investment-management-announce-400-million-joint-venture-and-15-million-series-a-targeting-equitable-electrification-of-heavy-duty-port-transit-301721528.html | https://www.cbreim.com/,,,
gateway-fiber__owner-1__cbre-investment-management,10795,Gateway Fiber,United States,1,CBRE Investment Management,CBRE Private Infrastructure,2023,2023,,Active,announced,none,,"Jan 27, 2023 | Acquisition | CBRE Investment Management signed a definitive agreement to acquire Gateway Fiber from Crosstimbers Capital Group. || Feb 19, 2023 | Acquisition | Gateway Fiber announced its new financial partnership with CBRE Investment Management, ending its original Crosstimbers investment relationship.",,https://www.gatewayfiber.com/about-us | https://www.cbreim.com/press-releases/cbre-investment-management-funds-to-merge-fiber-portfolio-companies | https://www.gatewayfiber.com/news/gateway-fiber-and-wanrack-unite-to-connect-more-communities-in-strategic-merger | https://www.bankstreet.com/transactions/gatewayfiber-a-portfolio-company-of-crosstimbers-capital-group-has-entered-into-a-definitive-agreement-to-be-acquired-by-cbre-investment-management/ | https://www.bankstreet.com/app/uploads/2025/10/2023-02-19_cbre_investment_management_gateway_fiber_closing_press_release.pdf,,,
wanrack__owner-1__cbre-investment-management,10827,WANRack,United States,1,CBRE Investment Management,CBRE Private Infrastructure,2021,2021,,Active,close,none,,"Jul 2, 2021 | Acquisition | CBRE Caledon completed the acquisition of WANRack after receiving regulatory approvals.",,https://www.wanrack.com/about | https://www.wanrack.com/news/blog-post-one-nt6jb-ns5wd-42tsj | https://www.wanrack.com/news/3aij243b5fsb9toxikgct72kxdsaxs-zf4b2-paw8m-rkz5h-kr2xc | https://www.cbreim.com/press-releases/cbre-investment-management-funds-to-merge-fiber-portfolio-companies,,,
adelaide-wind__owner-1__cc-l,10855,Adelaide Wind,Canada,1,CC&L,n.a.,2025,2025,,Active,announced,none,,"Sep 29, 2025 | Acquisition | CC&L Infrastructure announced the acquisition of a 49% interest in Adelaide Wind from NextEra Energy Resources.",,https://cclinfrastructure.cclgroup.com/insight/news-ccl-infrastructure-expands-renewable-energy-portfolio-to-nearly-2-4-gw-with-investment-in-three-ontario-wind-assets/ | https://www.prnewswire.com/news-releases/connor-clark--lunn-infrastructure-expands-renewable-energy-portfolio-to-nearly-2-4-gw-with-investment-in-three-ontario-wind-assets-302568577.html | https://www.torys.com/work/2025/09/5dcd8f8a-edac-4c8d-8758-de74938c0751,,,
alberta-midland-rail-terminal__owner-1__cc-l,10882,Alberta Midland Rail Terminal,Canada,1,CC&L,n.a.,2022,2022,,Active,announced,none,,Oct 2022 | Acquisition | Alpenglow Rail and CC&L Infrastructure announced the acquisition of Alberta Midland Railway Terminal. || Oct 2022 | Financing | CC&L Infrastructure made its initial investment in Alberta Midland Rail Terminal.,,https://cclinfrastructure.cclgroup.com/cases/alberta-midland-rail-terminal/ | https://cclinfrastructure.cclgroup.com/insight/connor-clark-lunn-infrastructure-and-alpenglow-rail-announce-closing-of-280-million-private-placement-financing | https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/,,,
armow-wind-farm__owner-1__cc-l,10909,Armow Wind Farm,Canada,1,CC&L,n.a.,2024,2024,,Active,transactional_unspecified,none,,Dec 2024 | Acquisition | CC&L Infrastructure made its initial investment in Armow Wind Farm by acquiring a significant interest from Pattern Energy.,,https://cclinfrastructure.cclgroup.com/cases/armow-wind-farm/ | https://www.torys.com/work/2025/01/dad6af40-bc42-44ca-9ce4-c7ed2cb7bf8e | https://www.benefitsandpensionsmonitor.com/news/industry-news/ccl-infrastructure-expands-portfolio-with-investment-in-three-ontario-wind-projects/392547,,,
bear-creek-hydro-project__owner-1__cc-l,10936,Bear Creek Hydro Project,Canada,1,CC&L,n.a.,2019,2019,,Active,transactional_unspecified,none,,Mar 2019 | Financing | CC&L Infrastructure made its initial investment in Bear Creek Hydro Project.,,https://cclinfrastructure.cclgroup.com/cases/bear-creek-hydro-project/ | https://cclinfrastructure.cclgroup.com/sub_sector/hydro/ | https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/,,,
bornish-wind__owner-1__cc-l,10963,Bornish Wind,Canada,1,CC&L,n.a.,2025,2025,,Active,announced,none,,"Sep 29, 2025 | Acquisition | CC&L Infrastructure announced the acquisition of a 49% interest in Bornish Wind from NextEra Energy Resources.",,https://cclinfrastructure.cclgroup.com/insight/news-ccl-infrastructure-expands-renewable-energy-portfolio-to-nearly-2-4-gw-with-investment-in-three-ontario-wind-assets/ | https://www.prnewswire.com/news-releases/connor-clark--lunn-infrastructure-expands-renewable-energy-portfolio-to-nearly-2-4-gw-with-investment-in-three-ontario-wind-assets-302568577.html | https://www.torys.com/work/2025/09/5dcd8f8a-edac-4c8d-8758-de74938c0751,,,
goshen-wind__owner-1__cc-l,10990,Goshen Wind,Canada,1,CC&L,n.a.,2025,2025,,Active,announced,none,,"Sep 29, 2025 | Acquisition | CC&L Infrastructure announced the acquisition of a 49% interest in Goshen Wind from NextEra Energy Resources.",,https://cclinfrastructure.cclgroup.com/insight/news-ccl-infrastructure-expands-renewable-energy-portfolio-to-nearly-2-4-gw-with-investment-in-three-ontario-wind-assets/ | https://www.prnewswire.com/news-releases/connor-clark--lunn-infrastructure-expands-renewable-energy-portfolio-to-nearly-2-4-gw-with-investment-in-three-ontario-wind-assets-302568577.html | https://www.torys.com/work/2025/09/5dcd8f8a-edac-4c8d-8758-de74938c0751,,,
grand-renewable-solar-project__owner-1__cc-l,11017,Grand Renewable Solar Project,Canada,1,CC&L,n.a.,2013,2013,,Active,transactional_unspecified,none,,Jun 2013 | Financing | CC&L Infrastructure partnered with Samsung Renewable Energy and Six Nations of the Grand River to construct the Grand Renewable Solar Project.,,https://cclinfrastructure.cclgroup.com/cases/grand-renewable-solar-project/ | https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/ | https://www.newswire.ca/news-releases/samsung-connor-clark--lunn-and-six-nations-announce-completion-of-largest-solar-project-in-canada-517796721.html,,,
grand-renewable-wind-farm__owner-1__cc-l,11044,Grand Renewable Wind Farm,Canada,1,CC&L,n.a.,2024,2024,,Active,transactional_unspecified,none,,Dec 2024 | Acquisition | CC&L Infrastructure made its initial investment in Grand Renewable Wind Farm by acquiring a significant interest from Pattern Energy.,,https://cclinfrastructure.cclgroup.com/cases/grand-renewable-wind-farm/ | https://www.torys.com/work/2025/01/dad6af40-bc42-44ca-9ce4-c7ed2cb7bf8e | https://cclinfrastructure.cclgroup.com/insight/news-infra-ccl-infrastructure-achieves-record-growth-in-2024/,,,
harrison-hydro-project__owner-1__cc-l,11072,Harrison Hydro Project,Canada,1,CC&L,n.a.,2007,2007,,Active,transactional_unspecified,none,,Jan 2007 | Financing | CC&L Infrastructure made its initial investment in Harrison Hydro Project.,,https://cclinfrastructure.cclgroup.com/cases/harrison-hydro-project/ | https://cclinfrastructure.cclgroup.com/sub_sector/hydro/ | https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/,,,
hog-creek-wind-farm__owner-1__cc-l,11099,Hog Creek Wind Farm,United States,1,CC&L,n.a.,2020,2020,,Active,close,none,,"Sep 2, 2020 | Acquisition | EDP Renewables agreed to sell an 80% stake in a U.S. portfolio including Hog Creek to CC&L Infrastructure. || Dec 28, 2020 | Acquisition | CC&L Infrastructure completed the acquisition of an 80% interest in a U.S. wind and solar portfolio that included Hog Creek Wind Farm.",,https://cclinfrastructure.cclgroup.com/cases/hog-creek-wind-farm/ | https://edp.com/en/north-america/na/media/edpr-announces-700m-sell-down-deal-wind-and-solar-portfolio | https://www.edp.com/en/investors/investor-information/market-notifications/edp-concludes-07-billion-sell-down-deal-wind-and-solar-portfolio-north-america | https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/ | https://cclinfrastructure.cclgroup.com/insight/news-infra-ccl-infrastructure-achieves-record-growth-in-2024/,,,
hunter-creek-hydro-project__owner-1__cc-l,11128,Hunter Creek Hydro Project,Canada,1,CC&L,n.a.,2016,2016,,Active,announced,none,,Jun 2016 | Financing | CC&L Infrastructure made its initial investment in Hunter Creek Hydro Project. || Jun 2016 | Financing | CC&L announced the investment and related long-term debt financing for the project.,,https://cclinfrastructure.cclgroup.com/cases/hunter-creek-hydro-project/ | https://cclinfrastructure.cclgroup.com/sub_sector/hydro/ | https://cclinfrastructure.cclgroup.com/our-investments/portfolio-overview/,,,
