recordId,ownershipPeriodId,companyName,country,investmentFirm,currentVehicleName,databaseVehicleName,investmentYear,stake,attribution,confidence,attributedFundName,disclosedOrEstimatedFundName,currentLinkedFundName,linkedCanonicalFundName,targetLinkedFundName,rationale,evidenceUrls,sourceAuditStatus,applyEligible,proposedAction,fundDatabaseAction
OFA-660AC6539136,cmrxpjptt01dgivheb7qa90jv,Biddeford Lincoln Garage & RiverWalk,United States,Amber Infrastructure Group,International Public Partnerships (INPP),,2020,100%,INFERRED,MEDIUM,International Public Partnerships (INPP),International Public Partnerships (INPP),International Public Partnerships (INPP),International Public Partnerships (INPP),International Public Partnerships (INPP),"Estimated by preserving the existing curated link to International Public Partnerships (INPP); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 1.00, evergreen/permanent-capital vehicle.",https://www.prnewswire.com/news-releases/amber-achieves-financial-close-of-biddeford-lincoln-garage--riverwalk-biddeford-me-301109865.html; https://www.amberinfrastructure.com/sectors/case-studies/biddeford-downtown-redevelopment; https://www.biddefordmaine.org/; https://www.amberinfrastructure.com/news/press-releases/2020/amber-achieves-financial-close-of-biddeford-lincoln-garage-riverwalk-biddeford-me/; https://highways.dot.gov/public-roads/winter-2021/05,n.a.,false,SET_INFERRED,NONE
OFA-A2A15FF028DA,cmrxpjzxz01tmivhe5j1hzo81,Bildmore Clean Energy,United States,EnCap Investments,EnCap Energy Transition Fund II,EnCap Energy Transition Fund II,2024,,DISCLOSED,HIGH,EnCap Energy Transition Fund II,EnCap Energy Transition Fund II,,,,Matched supplemental ownership detail: Firm: EnCap Investments | Fund: EnCap Energy Transition Fund II | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.encapinvestments.com/news/renewable-energy-development-backer-encap-energy-transition-enters-tax-credit-finance-space; https://www.encapinvestments.com/about/energy-transition/portfolio/current/bildmore-clean-energy; https://bildmore.com/; https://www.kirkland.com/news/press-release/2025/03/kirkland-advises-bildmore-clean-energy-on-53-million-preferred-equity-commitment-with-peregrine-es,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-71AFB4772BF3,cmrxpjrxi01gvivhelrwwdk1v,Birdsboro Power LLC,United States,Ares Management,n.a.,n.a.,2017,,INFERRED,LOW,Ares Core Infrastructure Fund (ACI),Ares Core Infrastructure Fund (ACI),Ares Core Infrastructure Fund (ACI),Ares Core Infrastructure Fund (ACI),Ares Core Infrastructure Fund (ACI),"Estimated by preserving the existing curated link to Ares Core Infrastructure Fund (ACI); public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.nsenergybusiness.com/news/newsares-eif-closes-investment-in-488mw-birdsboro-power-plant-in-pennsylvania-us-010317-5752530/; https://www.prnewswire.com/news-releases/strategic-value-partners-acquires-stake-in-birdsboro-power-302445108.html; https://www.kyuden.co.jp/english/company/news/2019/h190607-1.html; https://www.tokyo-gas.co.jp/Press_e/20190607-01e.pdf; https://www.power-technology.com/data-insights/power-plant-profile-birdsboro-combined-cycle-power-project-us/,n.a.,false,SET_INFERRED,NONE
OFA-DD0E6DD9FB74,cmrxpjr0f01fdivhew4dvpy28,"Black Hills Colorado IPP, LLC",United States,Argo Infrastructure Partners,AIA Energy North America LLC / AIA Colchis LLC,AIA Energy North America LLC / AIA Colchis LLC,2016,49.9%,DISCLOSED,HIGH,AIA Energy North America LLC,AIA Energy North America LLC,,,,Matched supplemental ownership detail: Firm: Argo Infrastructure Partners | Fund: AIA Energy North America LLC | Ownership Interest: 49.9% Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://reports.adviserinfo.sec.gov/reports/ADV/171246/PDF/171246.pdf; https://www.sec.gov/Archives/edgar/data/1130464/000113046416000209/bkh10qq22016.htm; https://www.sec.gov/Archives/edgar/data/1130464/000113046416000173/form8-ksgpurchasecompletion.htm; https://www.huschblackwell.com/inthenews/-husch-blackwell-llp-represents-black-hills-corp-in-215-million-ipp-sale-transaction; https://www.sec.gov/Archives/edgar/data/1130464/000095017025066572/bkh-20250331.htm,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-B81A14524C45,cmrxpjzyg01tnivhewmmw6c5p,Bleutec Industries,United States,EnCap Investments,EnCap Energy Transition,EnCap Energy Transition,2022,,DISCLOSED,HIGH,EnCap Energy Transition,EnCap Energy Transition,,,,Matched supplemental ownership detail: Firm: EnCap Investments | Fund: EnCap Energy Transition | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.encapinvestments.com/news/bleutec-industries-announces-equity-commitment-encap-investments; https://netsco.us/2023/03/netsco-is-proud-to-support-bleutec-industries-in-offshore-wind-projects/; https://www.offshore-mag.com/renewable-energy/article/14280250/exec-qa-bleutec-ceo-addresses-offshore-wind-turbine-installation-challenges; https://www.pphb.com/bleutec,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-3D4F4E1E0C51,cmrxpjybh01r4ivhe2l2snvf8,BluEarth Renewables,United States / Canada,CVC DIF,DIF Infrastructure V,DIF Infrastructure V,2019,,DISCLOSED,HIGH,DIF Infrastructure V,DIF Infrastructure V,DIF Infrastructure V,DIF Infrastructure V,DIF Infrastructure V,Matched supplemental ownership detail: Firm: CVC DIF | Fund: DIF Infrastructure V | Ownership Interest: 100% Seed milestones or source evidence explicitly name the current fund vehicle.,https://bluearthrenewables.com/change-in-ownership/; https://bluearthrenewables.com/; https://bluearthrenewables.com/dif/; https://bluearthrenewables.com/our-story/,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-93C757EE9B01,cmrxpk4ug0217ivhentc6bjtw,Blue Hill Wind Facility,Canada,InfraRed Capital Partners,n.a.,n.a.,2022,,INFERRED,LOW,HICL Infrastructure PLC,HICL Infrastructure PLC,HICL Infrastructure PLC,HICL Infrastructure PLC,HICL Infrastructure PLC,"Estimated by preserving the existing curated link to HICL Infrastructure PLC; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.ircp.com/news/infrared-capital-partners-acquire-stakes-four-wind-assets-algonquin-power-utilities-corp-0/; https://www.ircp.com/case-study/us-onshore-wind/; https://www.saskatchewan.ca/government/news-and-media/2018/september/20/blue-hill-wind-project; https://www.saskpower.com/our-power-future/our-electricity/electrical-system/system-map/blue-hill-wind-facility,n.a.,false,SET_INFERRED,NONE
OFA-2E3011B9AD7D,cmrxpjzlr01t4ivhehe5ijwo3,"Blue Racer Midstream, LLC",United States,EIG Global Energy Partners,EIG Direct Equity,EIG Direct Equity,2019,,INFERRED,MEDIUM,EIG Fund XVII,EIG Fund XVII,EIG Fund XVII,EIG Fund XVII,EIG Fund XVII,"Estimated by preserving the existing curated link to EIG Fund XVII; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.33, vintage 2017 is 2 years before investment, North America-relevant mandate, historical vehicle retained for attribution only.",https://comptroller.nyc.gov/wp-content/uploads/documents/9.19.2019-Common-Investment-Meeting-TRS-Public-w-Quarterly-Material.pdf; https://blueracermidstream.com/2024/05/14/blue-racer-midstream-llc-announces-1000000000-offering-of-senior-notes/; https://blueracermidstream.com/; https://blueracermidstream.com/operations/capabilities/; https://www.sec.gov/Archives/edgar/data/1712778/000171277817000002/0001712778-17-000002-index.html,Disclosed but generic,false,SET_INFERRED,NONE
OFA-15CB8F4AC581,cmrxpjss501i9ivhezsq7tmxd,BlueWave,United States,Axium Infrastructure,Axium Managed Funds,Axium Managed Funds,2022,,INFERRED,LOW,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,AxInfra Fund I-IV,"Estimated by preserving the existing curated link to AxInfra Fund I-IV; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.axiuminfra.com/2022/05/12/may-12-2022-bluewave-acquired-by-axium-infrastructure-to-accelerate-growth-in-solar-and-energy-storage-development/?lang=en; https://bluewave.energy/; https://www.axiuminfra.com/portfolio-assets/?lang=en; https://www.axiuminfra.com/wp-content/uploads/2022/05/BlueWave-Axium-Press-Release_May-12_2022.pdf,Disclosed but generic,false,SET_INFERRED,NONE
OFA-30ADEA712D97,cmrxpk61f0232ivhefokz9baj,Bluebird Fiber,United States,Macquarie Asset Management,Macquarie Infrastructure Partners IV,Macquarie Infrastructure Partners IV,2019,,DISCLOSED,HIGH,Macquarie Infrastructure Partners IV,Macquarie Infrastructure Partners IV,Macquarie Infrastructure Partners IV,Macquarie Infrastructure Partners IV,Macquarie Infrastructure Partners IV,Matched supplemental ownership detail: Firm: Macquarie Asset Management | Fund: MIP IV | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/bluebird.html; https://unitigroupinc.gcs-web.com/news-releases/news-release-details/uniti-group-inc-and-macquarie-infrastructure-partners-complete/; https://www.imillerpr.com/news/bluebird-network-to-be-acquired-by-macquarie-infrastructure-partners/; https://bluebirdfiber.com/meet-bluebird/; https://www.pipelinepub.com/news/Macquarie-Infrastructure-Partners-to-Acquire-Bluebird-Network,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-EF69E23D4632,cmrxpjry201gwivheax8qhtlm,Bluepeak,United States,Ares Management,Ares Infrastructure Opportunities,Ares Infrastructure Opportunities,2024,,DISCLOSED,HIGH,Ares Infrastructure Opportunities,Ares Infrastructure Opportunities,,,,Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://mybluepeak.com/strategic-investment-ares-management/; https://mybluepeak.com/; https://www.kirkland.com/news/press-release/2024/02/kirkland-advises-ares-on-investment-into-bluepeak,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-84CD63ADDA8B,cmrxpk2bs01xbivhem5vf9xzv,Bluepoint Wind,United States,BlackRock,n.a.,n.a.,2022,,INFERRED,LOW,BlackRock Global Energy & Power Infrastructure Fund III,BlackRock Global Energy & Power Infrastructure Fund III,BlackRock Global Energy & Power Infrastructure Fund III,BlackRock Global Energy & Power Infrastructure Fund III,BlackRock Global Energy & Power Infrastructure Fund III,"Estimated by preserving the existing curated link to BlackRock Global Energy & Power Infrastructure Fund III; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2020 is 2 years before investment, North America-relevant mandate.",https://bluepointwind.com/ocean-winds-east-awarded-lease-area-in-new-york-bight-offshore-wind-energy-auction/; https://www.oceanwinds.com/projects/bluepoint-wind/; https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/EE/RGGI/Bluepoint-Wind_RGGI-2026.pdf,n.a.,false,SET_INFERRED,NONE
OFA-E98373085124,cmrxpk843026bivhejeobiszv,Blueprint Data Centers,United States,Northampton Capital,n.a.,n.a.,2025,,INFERRED,MEDIUM,Northampton Flagship Fund Complex,Northampton Flagship Fund Complex,Northampton Flagship Fund Complex,Northampton Flagship Fund Complex,Northampton Flagship Fund Complex,"Estimated by preserving the existing curated link to Northampton Flagship Fund Complex; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2024 is 1 years before investment, North America-relevant mandate.",https://www.businesswire.com/news/home/20250414392273/en/Northampton-Capital-Partners-Invests-in-Blueprint-Data-Centers; https://northamptonllc.com/; https://www.blueprint-dc.com/; https://www.taylortx.gov/1293/Blueprint-Projects-Data-Center,n.a.,false,SET_INFERRED,NONE
OFA-1F516E3E10DF,cmrxpjyqs01rrivheot8ahmpf,Boingo Wireless,United States,DigitalBridge,DigitalBridge Partners II,DigitalBridge Partners II,2021,,DISCLOSED,HIGH,"DigitalBridge Partners II, LP","DigitalBridge Partners II, LP","DigitalBridge Partners II, LP","DigitalBridge Partners II, LP","DigitalBridge Partners II, LP",Matched supplemental ownership detail: Firm: DigitalBridge | Fund: DigitalBridge Partners II | Ownership Interest: Not publicly disclosed. Seed milestones or source evidence explicitly name the current fund vehicle.,https://www.boingo.com/press-releases/digital-colony-completes-acquisition-of-boingo-wireless/; https://www.boingo.com/; https://www.digitalbridge.com/portfolio/boingo-wireless,Verified fund,true,SET_DISCLOSED_LINKED,NONE
OFA-37CA059AA6B8,cmrxpk5eg0224ivhe2081k34b,Bold Ocean / Schuyler Line Navigation,United States,J.P. Morgan Asset Management,Global Transport Income Fund (GTIF),Global Transport Income Fund (GTIF),2024,,DISCLOSED,HIGH,Global Transport Income Fund (GTIF),Global Transport Income Fund (GTIF),,,,Matched supplemental ownership detail: Firm: J.P. Morgan Asset Management | Fund: Global Transport Income Fund (GTIF) | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.,https://www.novainfrastructure.com/nova-completes-sale-of-bold-ocean; https://maritime-executive.com/corporate/bold-ocean-acquired-by-institutional-investors-advised-by-j-p-morgan; https://www.boldocean.com/; https://www.boldocean.com/about/,Verified fund - missing from funds list,false,SET_DISCLOSED_UNLISTED,REVIEW_ALIAS_OR_SIZE_GATED_ADDITION
OFA-8094F3F80FB7,cmrxpjx6h01peivhehagglx73,Bolder Industries,United States,CIM Group,CIM Infrastructure Platform,CIM Infrastructure Platform,2021,,INFERRED,LOW,CIM Infrastructure Fund III,CIM Infrastructure Fund III,CIM Infrastructure Fund III,CIM Infrastructure Fund III,CIM Infrastructure Fund III,"Estimated by preserving the existing curated link to CIM Infrastructure Fund III; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vehicle-name overlap 0.50, vintage 2021 is 0 years before investment, North America-relevant mandate.",https://www.prnewswire.com/news-releases/tiger-infrastructure-partners-completes-transformational-growth-investment-in-bolder-industries-a-circular-economy-infrastructure-platform-converting-end-of-life-tires-into-sustainable-materials-302372336.html; https://www.cimgroup.com/press-releases/cim-group-expands-investment-in-end-of-life-tire-recycling-company-bolder-industries-a-certified-b-corporation; https://www.bolderindustries.com/,Disclosed but generic,false,SET_INFERRED,NONE
OFA-1F989BF38CEB,cmrxpjx7001pfivheodnrp1ll,Bolder Industries,United States,Tiger Infrastructure Partners,n.a.,n.a.,2025,,INFERRED,LOW,Tiger Infrastructure Partners Fund III,Tiger Infrastructure Partners Fund III,Tiger Infrastructure Partners Fund III,Tiger Infrastructure Partners Fund III,Tiger Infrastructure Partners Fund III,"Estimated by preserving the existing curated link to Tiger Infrastructure Partners Fund III; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, vintage 2022 is 3 years before investment, North America-relevant mandate.",https://www.prnewswire.com/news-releases/tiger-infrastructure-partners-completes-transformational-growth-investment-in-bolder-industries-a-circular-economy-infrastructure-platform-converting-end-of-life-tires-into-sustainable-materials-302372336.html; https://www.cimgroup.com/press-releases/cim-group-expands-investment-in-end-of-life-tire-recycling-company-bolder-industries-a-certified-b-corporation; https://www.bolderindustries.com/; https://www.tigerinfrastructure.com/portfolio/Bolder-Industries; https://www.bolderindustries.com/prgroundbreaking,n.a.,false,SET_INFERRED,NONE
OFA-39AC4799F6C0,cmrxpjph601cwivhebgbjrmu7,Boldyn Networks,United States / Canada,AIMCo,n.a.,n.a.,2024,,INFERRED,LOW,AIMCo Direct Infrastructure Investment,AIMCo Direct Infrastructure Investment,AIMCo Direct Infrastructure Investment,AIMCo Direct Infrastructure Investment,AIMCo Direct Infrastructure Investment,"Estimated by preserving the existing curated link to AIMCo Direct Infrastructure Investment; public disclosure does not identify a distinct fund. Ranked evidence considered manager match 1.00, evergreen/permanent-capital vehicle, North America-relevant mandate.",https://www.aimco.ca/insights/boldyn-networks-investment; https://www.boldyn.com/news/boldyn-networks-us-secures-1-2-billion-debt-financing-to-fuel-future-growth-and-innovation; https://www.manulifeim.com/institutional/global/en/about-us/press-releases/cpp-investments-aimco-and-manulife-im-increase-commitment-to-boldyn-networks-to-support-continued-growth-in-the-us; https://www.boldyn.com/news/bai-communications-transforms-into-boldyn-networks-with-game-changing-ai-created-brand-identity; https://www.boldyn.com/us/about-us,n.a.,false,SET_INFERRED,NONE
