company_name,country,current_owner_investment_firm,current_ownership_vehicle,investment_year,verified_fund_vehicle_result,result_status,evidence_urls,evidence_type,confidence,proposed_seed_data_action,notes
Maple Leaf,Canada,Ardian,Ardian Infrastructure / AAIF IV,2020,Ardian Infrastructure / AAIF IV,Verified fund,https://www.ardian.com/press-releases/enel-x-and-ardian-infrastructure-launch-battery-storage-partnership-canada; https://corporate.enel.it/en/media/explore-press-releases/press/2020/09/enel-x-and-ardian-infrastructure-launch-battery-storage-partnership-in-canada; https://www.torys.com/en/work/2020/09/84dc3fd2-29a2-4fa8-a69e-f17e08516bae,manager/company ownership source; transaction source; supporting source; manager page; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ardian | Fund: Ardian Infrastructure / AAIF IV | Ownership Interest: 80% Verified fund matches an existing fund-list entry.
MXT Holdings,Mexico,Ardian,Ardian Americas Infrastructure Fund V,2023,Ardian Americas Infrastructure Fund V,Verified fund,https://www.ardian.com/news-insights/press-releases/ardian-acquires-50-stake-mxt-holdings-leading-mexican; https://www.ardian.com/expertise/real-assets/infrastructure/investments?nid=3350; https://www.mxtholdings.com/; https://www.mxtholdings.com; https://www.ardian.com/,press release; manager/company ownership source; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ardian | Fund: Ardian Americas Infrastructure Fund V | Ownership Interest: 50% Verified fund matches an existing fund-list entry.
Unison Site Management,United States,Ardian,Ardian Americas Infrastructure Fund V (AAIF V),2021,Ardian Americas Infrastructure Fund V (AAIF V),Verified fund,https://www.ardian.com/expertise/our-portfolio?field_business_unit_eref=&field_category_eref=&field_country_eref=&field_sector_eref=&form_build_id=form-EnQ40isInQDSgOpSoLFAGqD3v4kHQD3xaQKXxdp_jKI&form_id=all_investments_filter_form&held_exited=held&keyword=&op=Search&page=19&year_from=&year_to=; https://unisoninfra.com/; https://unisoninfra.com/about-us/; https://www.ardian.com/press-releases/ardian-closes-its-second-generation-americas-infrastructure-fund-us21bn; https://www.ardian.com/expertise/real-assets/infrastructure/investments?page=2,manager/company ownership source; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ardian | Fund: Ardian Americas Infrastructure Fund V (AAIF V) | Ownership Interest: Not publicly disclosed. Verified fund matches an existing fund-list entry.
Ada Infrastructure,United States,Ares Management,n.a.,2025,n.a.,n.a.,https://www.aresmgmt.com/news-views/ares-management-corporation-completes-acquisition-gcp-international; https://adainfrastructure.com/; https://adainfrastructure.com/en-US/about; https://adainfrastructure.com/en-US/locations/north-america; https://adainfrastructure.com/en-US/insights/news/ares-management-closes-inaugural-us-2.4-billion-data-center-development-fund-in-japan,manager/company ownership source; company/manager page; supplemental source; manager page,High,No seed-data action suggested.,Matched supplemental ownership detail: Firm: Ares Management | Fund: Not publicly disclosed. | Ownership Interest: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Apex Clean Energy,United States,Ares Management,Ares Infrastructure Opportunities,2021,Ares Infrastructure Opportunities,Verified fund - missing from funds list,https://www.apexcleanenergy.com/news/ares-management-and-apex-clean-energy-close-majority-stake-acquisition/; https://www.apexcleanenergy.com/news/apex-clean-energy-accelerates-transition-to-ipp-through-refinancing/; https://www.apexcleanenergy.com/,manager/company ownership source; financing/filing source; company/manager page; supplemental source; manager page,High,"Review adding or aliasing ""Ares Infrastructure Opportunities"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
Atlas Crane Service,United States,Ares Management,Ares Infrastructure Opportunities,2022,Ares Infrastructure Opportunities,Verified fund - missing from funds list,https://www.businesswire.com/news/home/20220822005740/en/Atlas-Crane-Service-Acquired-by-Ares-Management; https://tmcapital.com/transactions/atlas-crane-service-has-been-acquired-by-ares-management/; https://atlascrane.com/,press release; transaction source; company/manager page; supplemental source; manager page,High,"Review adding or aliasing ""Ares Infrastructure Opportunities"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
Birdsboro Power LLC,United States,Ares Management,n.a.,2017,n.a.,n.a.,https://www.nsenergybusiness.com/news/newsares-eif-closes-investment-in-488mw-birdsboro-power-plant-in-pennsylvania-us-010317-5752530/; https://www.prnewswire.com/news-releases/strategic-value-partners-acquires-stake-in-birdsboro-power-302445108.html; https://www.kyuden.co.jp/english/company/news/2019/h190607-1.html; https://www.tokyo-gas.co.jp/Press_e/20190607-01e.pdf; https://www.power-technology.com/data-insights/power-plant-profile-birdsboro-combined-cycle-power-project-us/,manager/company ownership source; press release; supporting source; supplemental source,High,No seed-data action suggested.,Matched supplemental ownership detail: Not publicly disclosed. Supplemental detail states the fund was not publicly disclosed.
Bluepeak,United States,Ares Management,Ares Infrastructure Opportunities,2024,Ares Infrastructure Opportunities,Verified fund - missing from funds list,https://mybluepeak.com/strategic-investment-ares-management/; https://mybluepeak.com/; https://www.kirkland.com/news/press-release/2024/02/kirkland-advises-ares-on-investment-into-bluepeak,manager/company ownership source; company/manager page; supporting source; supplemental source; manager page,High,"Review adding or aliasing ""Ares Infrastructure Opportunities"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
Burnham RNG,United States,Ares Management,Ares Infrastructure Opportunities,2023,Ares Infrastructure Opportunities,Verified fund - missing from funds list,https://www.prnewswire.com/news-releases/burnham-rng-is-acquired-by-ares-management-302004716.html; https://www.lw.com/en/news/latham-watkins-advises-ares-management-in-acquisition-of-burnham-rng; https://www.wwdmag.com/wastewater-treatment/article/33020796/burnham-rng-acquired-by-ares-management; https://www.burnhamrng.com/,press release; transaction source; supplemental source; manager page,High,"Review adding or aliasing ""Ares Infrastructure Opportunities"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
Current Trucking,United States,Ares Management,Ares Infrastructure Opportunities,2023,Ares Infrastructure Opportunities,Verified fund - missing from funds list,https://www.currenttrucking.com/press-releases-2; https://www.currenttrucking.com/; https://www.currenttrucking.com/news,manager/company ownership source; company/manager page; supporting source; supplemental source,High,"Review adding or aliasing ""Ares Infrastructure Opportunities"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
EDPR United States renewables portfolio,United States,Ares Management,Ares Infrastructure Opportunities,2025,Ares Infrastructure Opportunities,Verified fund - missing from funds list,https://www.edpr-investors.com/en/investor-information/market-notifications/edpr-closes-asset-rotation-deal-16-gw-portfolio-us; https://www.businesswire.com/news/home/20251006433617/en/Ares-Management-Acquires-Stake-in-Diversified-U.S.-Energy-Portfolio-from-EDPR; https://www.kirkland.com/news/press-release/2025/10/kirkland-advises-ares-on-acquisition-of-stake-in-diversified-us-energy-portfolio-from-edpr,manager/company ownership source; press release; transaction source; supplemental source; manager page,High,"Review adding or aliasing ""Ares Infrastructure Opportunities"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: 49% Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
ENGIE United States renewables partnership portfolio,United States,Ares Management,Ares Infrastructure Opportunities,2024,Ares Infrastructure Opportunities,Verified fund - missing from funds list,https://www.engie-na.com/engie-enters-a-partnership-with-ares-management-for-a-2-7-gw-portfolio-of-renewables-and-storage-assets-in-the-u-s; https://www.prnewswire.com/news-releases/engie-and-ares-partnership-further-expands-with-addition-of-730-mw-portfolio-of-new-us-solar-and-wind-assets-302659666.html; https://www.engie-na.com/engie-expands-ares-partnership-730mw-renewables/; https://www.orrick.com/en/News/2026/01/ENGIE-and-Ares-Expand-Renewables-Partnership-With-730-MW-of-Operating-US-Solar-and-Wind-Assets,manager/company ownership source; press release; supporting source; manager page,High,"Review adding or aliasing ""Ares Infrastructure Opportunities"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: Not publicly disclosed. Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
Meade Pipeline Co. LLC,United States,Ares Management,Ares Infrastructure Opportunities,2025,Ares Infrastructure Opportunities,Verified fund - missing from funds list,https://ir.aresmgmt.com/news/ares-management-acquires-meade-pipeline-to-enhance-energy-infrastructure-portfolio/dcd45edc-42e0-48c5-bfc3-cb04de0bad4b; https://www.sec.gov/Archives/edgar/data/1603145/000160314525000042/exhibit21toxplrdated08x07x.htm; https://www.sidley.com/en/newslanding/newsannouncements/2025/09/sidley-represents-ares-management-in-its-us%241-billion-acquisition-of-meade-pipeline-co-llc,manager/company ownership source; SEC/filing; transaction source; manager page,High,"Review adding or aliasing ""Ares Infrastructure Opportunities"" in fund data before updating ownershipVehicle.",Matched supplemental ownership detail: Firm: Ares Management | Fund: Ares Infrastructure Opportunities | Ownership Interest: 100% Supplemental ownership detail discloses a distinct fund/vehicle that does not match funds.ts.
