priority,match_status,company_name,country,company_status,owner_source,owner_index,investment_firm,owner_status,ownership_vehicle,investment_year,exact_fund_name,suggested_fund_name,candidate_score,suggested_action,rationale,evidence_urls
review,unclassified_review,Black Hills Colorado IPP,United States,Active,owners[],0,Argo Infrastructure Partners,Active,AIA Energy North America LLC,2016,,Argo Series 3,0.444,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Argo Series 3"" (0.444).",https://www.sec.gov/Archives/edgar/data/1130464/000113046416000173/form8-ksgpurchasecompletion.htm; https://www.sec.gov/Archives/edgar/data/1130464/000113046416000209/bkh10qq22016.htm; https://www.sec.gov/Archives/edgar/data/1130464/000095017025066572/bkh-20250331.htm; https://www.huschblackwell.com/inthenews/-husch-blackwell-llp-represents-black-hills-corp-in-215-million-ipp-sale-transaction
review,unclassified_review,Bleutec Industries,United States,Active,owners[],0,EnCap Investments,Active,EnCap Energy Transition,2022,,ISQ Energy Transition Infrastructure Fund,0.667,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""ISQ Energy Transition Infrastructure Fund"" (0.667).",https://www.encapinvestments.com/news/bleutec-industries-announces-equity-commitment-encap-investments; https://netsco.us/2023/03/netsco-is-proud-to-support-bleutec-industries-in-offshore-wind-projects/; https://www.pphb.com/bleutec; https://www.offshore-mag.com/renewable-energy/article/14280250/exec-qa-bleutec-ceo-addresses-offshore-wind-turbine-installation-challenges
review,unclassified_review,Bluepeak,United States,Active,owners[],0,Ares Management,Active,Ares Infrastructure Opportunities,2024,,Apollo Infrastructure Opportunities Fund II,0.698,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Apollo Infrastructure Opportunities Fund II"" (0.698).",https://mybluepeak.com/strategic-investment-ares-management/; https://mybluepeak.com/; https://www.kirkland.com/news/press-release/2024/02/kirkland-advises-ares-on-investment-into-bluepeak
review,unclassified_review,Brazos Midstream,United States,Active,owners[],1,EnCap Investments,Active,EnCap Flatrock Midstream,2022,,EQT AI Infrastructure Strategy,0.400,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""EQT AI Infrastructure Strategy"" (0.400).",https://www.encapinvestments.com/about/midstream/portfolio/current/brazos-midstream; https://brazosmidstream.com/news/brazos-midstream-completes-sale-delaware-basin-subsidiaries-morgan-stanley-infrastructure; https://www.morganstanley.com/im/en-gb/intermediary-investor/companies/brazos-midstream.html; https://brazosmidstream.com/news/brazos-midstream-announces-delaware-basin-acquisition-and-new-venture-northern-midland-basin
review,unclassified_review,Bright Power,United States,Active,owners[],0,Generate Capital,Active,Corporate Equity,2021,,Generate Capital (Permanent Capital),0.373,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Generate Capital (Permanent Capital)"" (0.373).",https://brightpower.com/bright-power-closes-24-5m-growth-round-to-drive-energy-savings-and-carbon-emissions-reductions-for-real-estate-owners/; https://brightpower.com/; https://brightpower.com/20-years-of-building-a-better-future-together/
review,unclassified_review,BrightNight,United States,Active,owners[],0,Goldman Sachs Asset Management,Active,Infrastructure at Goldman Sachs Alternatives,2024,,Infrastructure & Renewable Resources,0.477,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Infrastructure & Renewable Resources"" (0.477).",https://brightnightpower.com/about-us/news-insights/brightnight-closes-440-million-strategic-investment-from-goldman-sachs-alternatives-upsizes-corporate-credit-facility-to-400-million/; https://brightnightpower.com/; https://brightnightpower.com/about-us/contact-us/; https://brightnightpower.com/our-customers/data-centers/
review,unclassified_review,BTR,United States / Canada,Active,owners[],0,Astatine Investment Partners,Active,Astatine Investment Partners (Funds),2021,,Tiger Infrastructure Partners Fund I,0.528,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Tiger Infrastructure Partners Fund I"" (0.528).",https://cassels.com/rep_work/alinda-capital-partners-acquires-big-truck-rental-and-0962667-b-c-ltd/; https://bigtruckrental.com/; https://bigtruckrental.com/history/; https://astatineip.com/investment/btr/
review,unclassified_review,Burnham RNG,United States,Active,owners[],0,Ares Management,Active,Ares Infrastructure Opportunities,2023,,Apollo Infrastructure Opportunities Fund II,0.698,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Apollo Infrastructure Opportunities Fund II"" (0.698).",https://www.prnewswire.com/news-releases/burnham-rng-is-acquired-by-ares-management-302004716.html; https://www.lw.com/en/news/latham-watkins-advises-ares-management-in-acquisition-of-burnham-rng; https://www.wwdmag.com/wastewater-treatment/article/33020796/burnham-rng-acquired-by-ares-management; https://www.burnhamrng.com/
review,unclassified_review,BYD EV Fleet Asset SPVs,United States,Active,owners[],0,Generate Capital,Active,Asset Owner,2018,,Basalt BIP V,0.333,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Basalt BIP V"" (0.333).",https://www.metro-magazine.com/news/byd-partners-to-launch-first-ever-electric-bus-leasing-program; https://generatecapital.com/technology-companies/; https://en.byd.com/page/59/?s=BYD
review,unclassified_review,Calibrant Energy,United States,Active,owners[],0,Macquarie Asset Management,Active,MGETS,2020,,Macquarie MGETS,0.590,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Macquarie MGETS"" (0.590).",https://www.calibrantenergy.com/macquarie; https://www.calibrantenergy.com/; https://www.macquarie.com/au/en/about/company/macquarie-asset-management/our-portfolio/calibrant-energy.html; https://www.calibrantenergy.com/our-story
review,unclassified_review,Cambrian Innovation Water Asset SPVs,United States,Active,owners[],0,Generate Capital,Active,Joint SPV,2015,,Basalt BIP V,0.333,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Basalt BIP V"" (0.333).",https://www.cambrianinnovation.com/news/cambrian-innovation-launches-30m-fund-to-finance-distributed-clean-water-solutions; https://www.environmental-finance.com/content/news/water-fund-manager-eyes-second-fundraise.html; https://cambrianinnovation.com/news/cambrian-a-leader-in-wastewater-treatment-water-reuse-and-energy-recovery-as-a-service-is-acquired-by-and-receives-200-million-growth-equity-commitment-from-pennybacker; https://cambrianinnovation.com/
review,unclassified_review,Caney River Wind,United States,Active,owners[],0,Harbert Management Corp (Harbert Infra / Gulf Pacific),Active,"Gulf Pacific Power, LLC",2017,,EQT Active Core I,0.318,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""EQT Active Core I"" (0.318).",https://www.enel.cl/en/meet-enel/media/news/d201712-enel-sells-majority-stake-in-two-us-wind-farms-while-keeping-plant-management.html; https://www.harbert.net/; https://www.gem.wiki/Caney_River_Wind_Energy_Center
review,unclassified_review,CarbonCount Holdings 1 LLC,United States,Active,owners[],0,KKR,Active,KKR Core Infrastructure,2024,,Wren House Infrastructure,0.720,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Wren House Infrastructure"" (0.720).",https://www.sec.gov/Archives/edgar/data/1561894/000156189425000007/R15.htm; https://investors.hasi.com/news/press-releases/detail/306/carboncount-holdings-1-llc-to-issue-592-million-of-20-year-fixed-rate-senior-unsecured-notes; https://investors.hasi.com/news/press-releases/detail/318/hasi-and-kkr-commit-additional-1-billion-to-carboncount-holdings-1; https://www.kkr.com/businesses/infrastructure
review,unclassified_review,Cardinal Midstream Partners,United States,Active,owners[],0,EnCap Investments,Active,EnCap Flatrock Midstream,2022,,EQT AI Infrastructure Strategy,0.400,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""EQT AI Infrastructure Strategy"" (0.400).",https://www.encapinvestments.com/news/industry-veterans-form-cardinal-midstream-partners-secure-initial-300-million-capital; https://www.encapinvestments.com/news/cardinal-midstream-closes-acquisition-medallions-natural-gas-business-prolific-delaware-basin; https://www.encapinvestments.com/about/midstream/portfolio/current/cardinal-midstream-partners
review,unclassified_review,Carroll County Energy,United States,Active,owners[],0,Ullico,Active,UIF,2015,,Ullico UIF,0.590,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Ullico UIF"" (0.590).",https://www.carrollcountyenergy.com/news/advanced-power-closes-financing-of-899-million-carroll-county-energy-project-in-ohio; https://www.ullico.com/uif-portfolio/; https://www.spglobal.com/ratings/pt/regulatory/article/-/view/type/HTML/id/3195637
review,unclassified_review,Cascade Renewable Transmission Project,United States,Active,owners[],0,Ullico,Active,UIF,2022,,Ullico UIF,0.590,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Ullico UIF"" (0.590).",https://www.nevadatreasurer.gov/uploadedFiles/nevadatreasurergov/content/NCIC/Meetings/2023/NCIC_Board_Packet.pdf; https://efsec.wa.gov/sites/default/files/2025-10/20251006_CRT_Draft_ApplicationRedacted.pdf; https://www.oregon.gov/energy/facilities-safety/facilities/Facilities%20library/2026-02-27-CRTAPPDoc01-02-pASC-Organizational-Expertise-Exhibit.pdf
review,unclassified_review,Catalyze,United States,Active,owners[],1,EnCap Investments,Active,EnCap Energy Transition,2019,,ISQ Energy Transition Infrastructure Fund,0.667,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""ISQ Energy Transition Infrastructure Fund"" (0.667).",https://www.act.is/2023/02/28/actis-and-encap-invest-in-us-solar-platform-catalyze/; https://www.encapinvestments.com/about/energy-transition/portfolio/current/catalyze; https://catalyze.com/2026/01/26/catalyze-closes-100-mw-distributed-solar-tax-equity-financing-with-rbc/; https://www.encapinvestments.com/news/catalyze-acquires-permacity-advances-market-consolidation-strategy
review,unclassified_review,Caturus,United States,Active,owners[],0,Kimmeridge,Active,Kimmeridge Flagship Funds,2023,,Antin Flagship Fund V,0.560,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Antin Flagship Fund V"" (0.560).",https://www.prnewswire.com/news-releases/commonwealth-lng-closes-on-investment-and-agrees-to-terms-for-strategic-partnership-301898868.html; https://caturus.com/; https://kimmeridge.com/kimmeridge-texas-gas-appoints-david-lawler-as-ceo-kimmeridge-closes-follow-on-control-investment-in-commonwealth-lng/; https://caturus.com/news/kimmeridge-closes-strategic-equity-investment-from-mubadala-energy-and-rebrands-integrated-natural-gas-platform-as-caturus
review,unclassified_review,Caturus Energy,United States,Active,owners[],0,CPP Investments,Active,Sustainable Energies,2025,,Sustainable Asset Fund III,0.538,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Sustainable Asset Fund III"" (0.538).",https://www.cppinvestments.com/newsroom/cpp-investments-net-assets-total-777-5-billion-at-second-quarter-fiscal-2026/; https://caturus.com/; https://caturus.com/about-us/
review,unclassified_review,Centre Hospitalier de l'Université de Montréal (CHUM),Canada,Active,owners[],0,Equitix,Active,John Laing Investments Limited,2024,,Infrastructure Investments Fund (IIF),0.371,Manual source review required before changing seed data.,"No rule classified this safely. Nearest fund candidate is ""Infrastructure Investments Fund (IIF)"" (0.371).",https://www.laing.com/insights/john-laing-acquires-stake-in-centre-hospitalier-de-luniversite-de-montreal-ppp-project/; https://mcmillan.ca/deals-cases/mcmillan-advises-john-laing-group-on-strategic-acquisition-in-chum-p3-project/; https://www.laing.com/portfolio/centre-hospitalier-de-luniversite-de-montreal-chum-canada/; https://www.debevoise.com/news/2021/05/debevoise-advises-pantheon-in-its-role-in
